,branch,variable,expression
2231,Demand Sites and Catchments\Municipal,Reuse Rate,0
2232,Demand Sites and Catchments\Municipal,DSM Cost,0
2233,Demand Sites and Catchments\Municipal,Capital Costs,0
2234,Demand Sites and Catchments\Municipal,Fixed Operating Costs,0
2235,Demand Sites and Catchments\Municipal,Variable Operating Costs,0
2236,Demand Sites and Catchments\Municipal,Fixed Benefits,0
2237,Demand Sites and Catchments\Municipal,Variable Benefits,0
2238,Demand Sites and Catchments\Queen_Creek,Demand Priority,1
2239,Demand Sites and Catchments\Queen_Creek,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Area\queencre.xlsx, A3:B12))"
2240,Demand Sites and Catchments\Queen_Creek,Precipitation,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Queen_Creek_2009_2018.csv, 8)"
2241,Demand Sites and Catchments\Queen_Creek,Min Temperature,0
2242,Demand Sites and Catchments\Queen_Creek,Max Temperature,0
2243,Demand Sites and Catchments\Queen_Creek,Min Humidity,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Queen_Creek_2009_2018.csv, 5)"
2244,Demand Sites and Catchments\Queen_Creek,Max Humidity,0
2245,Demand Sites and Catchments\Queen_Creek,Average Humidity,0
2246,Demand Sites and Catchments\Queen_Creek,Irrigation Use of Runoff,0
2247,Demand Sites and Catchments\Queen_Creek,Wind,"ReadFromFile(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\Edited_Data\Queen_Creek_2009_2018.csv, 9)"
2248,Demand Sites and Catchments\Queen_Creek,Solar Radiation,0
2249,Demand Sites and Catchments\Queen_Creek,Sunshine Hours,0
2250,Demand Sites and Catchments\Queen_Creek,Cloudiness Fraction,0
2251,Demand Sites and Catchments\Queen_Creek,Krs,0.16
2252,Demand Sites and Catchments\Queen_Creek,Capital Costs,0
2253,Demand Sites and Catchments\Queen_Creek,Fixed Operating Costs,0
2254,Demand Sites and Catchments\Queen_Creek,Variable Operating Costs,0
2255,Demand Sites and Catchments\Queen_Creek,Fixed Benefits,0
2256,Demand Sites and Catchments\Queen_Creek,Variable Benefits,0
2257,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Alfalfa.xlsx, A3:B12))*0.760"
2258,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Potential Yield,"MultiCropValues(4846, 4846, 4846, 4846)"
2259,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, May 14, % of RAW, 100, % Depletion, 100,  2, May 15, Jun 28, % of RAW, 100, % Depletion, 100,  3, Jun 29, Aug 12, % of RAW, 100, % Depletion, 100,  4, Aug 13, Sep 26, % of RAW, 100, % Depletion, 100)"
2260,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Market Price,0
2261,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Fraction Wetted,0.6
2262,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Total Soil Thickness,2
2263,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Irrigation Efficiency,60
2264,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Loss to Groundwater,0
2265,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Soil Water Capacity,SoilLibrary(Loam)
2266,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Loss to Runoff,0
2267,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Minimum Depth,0
2268,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Target Depth,0
2269,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Maximum Infiltration Rate,243.8
2270,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Release Requirement,0
2271,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Maximum Percolation Rate,7315.2
2272,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Effective Precipitation,100
2273,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Fraction Covered,0
2274,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Direct Recharge to GW,0.0
2275,Demand Sites and Catchments\Queen_Creek\Corn_grain,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Corn.xlsx, A3:B12))*0.0447"
2276,Demand Sites and Catchments\Queen_Creek\Corn_grain,Potential Yield,9915
2277,Demand Sites and Catchments\Queen_Creek\Corn_grain,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Aug 1, % of RAW, 100, % Depletion, 100)"
2278,Demand Sites and Catchments\Queen_Creek\Corn_grain,Market Price,0
2279,Demand Sites and Catchments\Queen_Creek\Corn_grain,Fraction Wetted,0.6
2280,Demand Sites and Catchments\Queen_Creek\Corn_grain,Total Soil Thickness,2
2281,Demand Sites and Catchments\Queen_Creek\Corn_grain,Irrigation Efficiency,60
2282,Demand Sites and Catchments\Queen_Creek\Corn_grain,Loss to Groundwater,0
2283,Demand Sites and Catchments\Queen_Creek\Corn_grain,Soil Water Capacity,SoilLibrary(Loam)
2284,Demand Sites and Catchments\Queen_Creek\Corn_grain,Loss to Runoff,0
2285,Demand Sites and Catchments\Queen_Creek\Corn_grain,Minimum Depth,0
2286,Demand Sites and Catchments\Queen_Creek\Corn_grain,Target Depth,0
2287,Demand Sites and Catchments\Queen_Creek\Corn_grain,Maximum Infiltration Rate,243.8
2288,Demand Sites and Catchments\Queen_Creek\Corn_grain,Release Requirement,0
2289,Demand Sites and Catchments\Queen_Creek\Corn_grain,Maximum Percolation Rate,7315.2
2290,Demand Sites and Catchments\Queen_Creek\Corn_grain,Effective Precipitation,100
2291,Demand Sites and Catchments\Queen_Creek\Corn_grain,Fraction Covered,0
2292,Demand Sites and Catchments\Queen_Creek\Corn_grain,Direct Recharge to GW,0.0
2293,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Durum Wheat.xlsx, A3:B12))"
2294,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Potential Yield,6445
2295,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, Jun 29, % of RAW, 100, % Depletion, 100)"
2296,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Market Price,0
2297,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Fraction Wetted,0.6
2298,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Total Soil Thickness,2
2299,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Irrigation Efficiency,60
2300,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Loss to Groundwater,0
2301,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Soil Water Capacity,SoilLibrary(Loam)
2302,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Loss to Runoff,0
2303,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Minimum Depth,0
2304,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Target Depth,0
2305,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Maximum Infiltration Rate,243.8
2306,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Release Requirement,0
2307,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Maximum Percolation Rate,7315.2
2308,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Effective Precipitation,100
2309,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Fraction Covered,0
2310,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Direct Recharge to GW,0.0
2311,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Sorghum.xlsx, A3:B12))*0.1898"
2312,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Potential Yield,4516
2313,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Irrigation Schedule,"IrrigationSchedule(1, Apr 1, Aug 8, % of RAW, 100, % Depletion, 100)"
2314,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Market Price,0
2315,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Fraction Wetted,0.6
2316,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Total Soil Thickness,2
2317,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Irrigation Efficiency,60
2318,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Loss to Groundwater,0
2319,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Soil Water Capacity,SoilLibrary(Loam)
2320,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Loss to Runoff,0
2321,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Minimum Depth,0
2322,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Target Depth,0
2323,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Maximum Infiltration Rate,243.8
2324,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Release Requirement,0
2325,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Maximum Percolation Rate,7315.2
2326,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Effective Precipitation,100
2327,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Fraction Covered,0
2328,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Direct Recharge to GW,0.0
2329,Demand Sites and Catchments\Queen_Creek\Potatoes,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Potatoes.xlsx, A3:B12))"
2330,Demand Sites and Catchments\Queen_Creek\Potatoes,Potential Yield,31608
2331,Demand Sites and Catchments\Queen_Creek\Potatoes,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, Jul 18, % of RAW, 100, % Depletion, 100)"
2332,Demand Sites and Catchments\Queen_Creek\Potatoes,Market Price,0
2333,Demand Sites and Catchments\Queen_Creek\Potatoes,Fraction Wetted,0.6
2334,Demand Sites and Catchments\Queen_Creek\Potatoes,Total Soil Thickness,2
2335,Demand Sites and Catchments\Queen_Creek\Potatoes,Irrigation Efficiency,60
2336,Demand Sites and Catchments\Queen_Creek\Potatoes,Loss to Groundwater,0
2337,Demand Sites and Catchments\Queen_Creek\Potatoes,Soil Water Capacity,SoilLibrary(Loam)
2338,Demand Sites and Catchments\Queen_Creek\Potatoes,Loss to Runoff,0
2339,Demand Sites and Catchments\Queen_Creek\Potatoes,Minimum Depth,0
2340,Demand Sites and Catchments\Queen_Creek\Potatoes,Target Depth,0
2341,Demand Sites and Catchments\Queen_Creek\Potatoes,Maximum Infiltration Rate,243.8
2342,Demand Sites and Catchments\Queen_Creek\Potatoes,Release Requirement,0
2343,Demand Sites and Catchments\Queen_Creek\Potatoes,Maximum Percolation Rate,7315.2
2344,Demand Sites and Catchments\Queen_Creek\Potatoes,Effective Precipitation,100
2345,Demand Sites and Catchments\Queen_Creek\Potatoes,Fraction Covered,0
2346,Demand Sites and Catchments\Queen_Creek\Potatoes,Direct Recharge to GW,0.0
2347,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Sugarbeets.xlsx, A3:B12))"
2348,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Potential Yield,50032
2349,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Irrigation Schedule,"IrrigationSchedule(1, Sep 1, May 13, % of RAW, 100, % Depletion, 100)"
2350,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Market Price,0
2351,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Fraction Wetted,0.6
2352,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Total Soil Thickness,2
2353,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Irrigation Efficiency,60
2354,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Loss to Groundwater,0
2355,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Soil Water Capacity,SoilLibrary(Loam)
2356,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Loss to Runoff,0
2357,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Minimum Depth,0
2358,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Target Depth,0
2359,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Maximum Infiltration Rate,243.8
2360,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Release Requirement,0
2361,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Maximum Percolation Rate,7315.2
2362,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Effective Precipitation,100
2363,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Fraction Covered,0
2364,Demand Sites and Catchments\Queen_Creek\Sugarbeets,Direct Recharge to GW,0.0
2365,Demand Sites and Catchments\Queen_Creek\Cotton,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Cotton.xlsx, A3:B12))"
2366,Demand Sites and Catchments\Queen_Creek\Cotton,Potential Yield,1657
2367,Demand Sites and Catchments\Queen_Creek\Cotton,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Oct 25, % of RAW, 100, % Depletion, 100)"
2368,Demand Sites and Catchments\Queen_Creek\Cotton,Market Price,0
2369,Demand Sites and Catchments\Queen_Creek\Cotton,Fraction Wetted,0.6
2370,Demand Sites and Catchments\Queen_Creek\Cotton,Total Soil Thickness,2
2371,Demand Sites and Catchments\Queen_Creek\Cotton,Irrigation Efficiency,60
2372,Demand Sites and Catchments\Queen_Creek\Cotton,Loss to Groundwater,0
2373,Demand Sites and Catchments\Queen_Creek\Cotton,Soil Water Capacity,SoilLibrary(Loam)
2374,Demand Sites and Catchments\Queen_Creek\Cotton,Loss to Runoff,0
2375,Demand Sites and Catchments\Queen_Creek\Cotton,Minimum Depth,0
2376,Demand Sites and Catchments\Queen_Creek\Cotton,Target Depth,0
2377,Demand Sites and Catchments\Queen_Creek\Cotton,Maximum Infiltration Rate,243.8
2378,Demand Sites and Catchments\Queen_Creek\Cotton,Release Requirement,0
2379,Demand Sites and Catchments\Queen_Creek\Cotton,Maximum Percolation Rate,7315.2
2380,Demand Sites and Catchments\Queen_Creek\Cotton,Effective Precipitation,100
2381,Demand Sites and Catchments\Queen_Creek\Cotton,Fraction Covered,0
2382,Demand Sites and Catchments\Queen_Creek\Cotton,Direct Recharge to GW,0.0
2383,Demand Sites and Catchments\Queen_Creek\Barley,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Barley.xlsx, A3:B12))"
2384,Demand Sites and Catchments\Queen_Creek\Barley,Potential Yield,6099
2385,Demand Sites and Catchments\Queen_Creek\Barley,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, Jun 9, % of RAW, 100, % Depletion, 100)"
2386,Demand Sites and Catchments\Queen_Creek\Barley,Market Price,0
2387,Demand Sites and Catchments\Queen_Creek\Barley,Fraction Wetted,0.6
2388,Demand Sites and Catchments\Queen_Creek\Barley,Total Soil Thickness,2
2389,Demand Sites and Catchments\Queen_Creek\Barley,Irrigation Efficiency,60
2390,Demand Sites and Catchments\Queen_Creek\Barley,Loss to Groundwater,0
2391,Demand Sites and Catchments\Queen_Creek\Barley,Soil Water Capacity,SoilLibrary(Loam)
2392,Demand Sites and Catchments\Queen_Creek\Barley,Loss to Runoff,0
2393,Demand Sites and Catchments\Queen_Creek\Barley,Minimum Depth,0
2394,Demand Sites and Catchments\Queen_Creek\Barley,Target Depth,0
2395,Demand Sites and Catchments\Queen_Creek\Barley,Maximum Infiltration Rate,243.8
2396,Demand Sites and Catchments\Queen_Creek\Barley,Release Requirement,0
2397,Demand Sites and Catchments\Queen_Creek\Barley,Maximum Percolation Rate,7315.2
2398,Demand Sites and Catchments\Queen_Creek\Barley,Effective Precipitation,100
2399,Demand Sites and Catchments\Queen_Creek\Barley,Fraction Covered,0
2400,Demand Sites and Catchments\Queen_Creek\Barley,Direct Recharge to GW,0.0
2401,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Winter Wheat.xlsx, A3:B12))"
2402,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Potential Yield,6355
2403,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Irrigation Schedule,"IrrigationSchedule(1, Dec 1, May 29, % of RAW, 100, % Depletion, 100)"
2404,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Market Price,0
2405,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Fraction Wetted,0.6
2406,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Total Soil Thickness,2
2407,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Irrigation Efficiency,60
2408,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Loss to Groundwater,0
2409,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Soil Water Capacity,SoilLibrary(Loam)
2410,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Loss to Runoff,0
2411,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Minimum Depth,0
2412,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Target Depth,0
2413,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Maximum Infiltration Rate,243.8
2414,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Release Requirement,0
2415,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Maximum Percolation Rate,7315.2
2416,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Effective Precipitation,100
2417,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Fraction Covered,0
2418,Demand Sites and Catchments\Queen_Creek\Winter_Wheat,Direct Recharge to GW,0.0
2419,Demand Sites and Catchments\Queen_Creek\Other_Hay,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Other Hay.xlsx, A3:B12))"
2420,Demand Sites and Catchments\Queen_Creek\Other_Hay,Potential Yield,9824
2421,Demand Sites and Catchments\Queen_Creek\Other_Hay,Irrigation Schedule,"IrrigationSchedule(1, Jan 1, May 15, % of RAW, 100, % Depletion, 100)"
2422,Demand Sites and Catchments\Queen_Creek\Other_Hay,Market Price,0
2423,Demand Sites and Catchments\Queen_Creek\Other_Hay,Fraction Wetted,0.6
2424,Demand Sites and Catchments\Queen_Creek\Other_Hay,Total Soil Thickness,2
2425,Demand Sites and Catchments\Queen_Creek\Other_Hay,Irrigation Efficiency,60
2426,Demand Sites and Catchments\Queen_Creek\Other_Hay,Loss to Groundwater,0
2427,Demand Sites and Catchments\Queen_Creek\Other_Hay,Soil Water Capacity,SoilLibrary(Loam)
2428,Demand Sites and Catchments\Queen_Creek\Other_Hay,Loss to Runoff,0
2429,Demand Sites and Catchments\Queen_Creek\Other_Hay,Minimum Depth,0
2430,Demand Sites and Catchments\Queen_Creek\Other_Hay,Target Depth,0
2431,Demand Sites and Catchments\Queen_Creek\Other_Hay,Maximum Infiltration Rate,243.8
2432,Demand Sites and Catchments\Queen_Creek\Other_Hay,Release Requirement,0
2433,Demand Sites and Catchments\Queen_Creek\Other_Hay,Maximum Percolation Rate,7315.2
2434,Demand Sites and Catchments\Queen_Creek\Other_Hay,Effective Precipitation,100
2435,Demand Sites and Catchments\Queen_Creek\Other_Hay,Fraction Covered,0
2436,Demand Sites and Catchments\Queen_Creek\Other_Hay,Direct Recharge to GW,0.0
2437,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Alfalfa.xlsx, A3:B12))*0.24"
2438,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Potential Yield,"MultiCropValues(2619, 2619, 2619, 2619)"
2439,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Irrigation Schedule,"IrrigationSchedule(1, Mar 1, May 14, % of RAW, 100, % Depletion, 100,  2, May 15, Jun 28, % of RAW, 100, % Depletion, 100,  3, Jun 29, Aug 12, % of RAW, 100, % Depletion, 100,  4, Aug 13, Sep 26, % of RAW, 100, % Depletion, 100)"
2440,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Market Price,0
2441,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Fraction Wetted,0.6
2442,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Total Soil Thickness,2
2443,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Irrigation Efficiency,60
2444,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Loss to Groundwater,0
2445,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Soil Water Capacity,SoilLibrary(Loam)
2446,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Loss to Runoff,0
2447,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Minimum Depth,0
2448,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Target Depth,0
2449,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Maximum Infiltration Rate,243.8
2450,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Release Requirement,0
2451,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Maximum Percolation Rate,7315.2
2452,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Effective Precipitation,100
2453,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Fraction Covered,0
2454,Demand Sites and Catchments\Queen_Creek\Alfalfa_haylage,Direct Recharge to GW,0.0
2455,Demand Sites and Catchments\Queen_Creek\Corn_silage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Corn.xlsx, A3:B12))*0.9553"
2456,Demand Sites and Catchments\Queen_Creek\Corn_silage,Potential Yield,58667
2457,Demand Sites and Catchments\Queen_Creek\Corn_silage,Irrigation Schedule,"IrrigationSchedule(1, Mar 15, Aug 1, % of RAW, 100, % Depletion, 100)"
2458,Demand Sites and Catchments\Queen_Creek\Corn_silage,Market Price,0
2459,Demand Sites and Catchments\Queen_Creek\Corn_silage,Fraction Wetted,0.6
2460,Demand Sites and Catchments\Queen_Creek\Corn_silage,Total Soil Thickness,2
2461,Demand Sites and Catchments\Queen_Creek\Corn_silage,Irrigation Efficiency,60
2462,Demand Sites and Catchments\Queen_Creek\Corn_silage,Loss to Groundwater,0
2463,Demand Sites and Catchments\Queen_Creek\Corn_silage,Soil Water Capacity,SoilLibrary(Loam)
2464,Demand Sites and Catchments\Queen_Creek\Corn_silage,Loss to Runoff,0
2465,Demand Sites and Catchments\Queen_Creek\Corn_silage,Minimum Depth,0
2466,Demand Sites and Catchments\Queen_Creek\Corn_silage,Target Depth,0
2467,Demand Sites and Catchments\Queen_Creek\Corn_silage,Maximum Infiltration Rate,243.8
2468,Demand Sites and Catchments\Queen_Creek\Corn_silage,Release Requirement,0
2469,Demand Sites and Catchments\Queen_Creek\Corn_silage,Maximum Percolation Rate,7315.2
2470,Demand Sites and Catchments\Queen_Creek\Corn_silage,Effective Precipitation,100
2471,Demand Sites and Catchments\Queen_Creek\Corn_silage,Fraction Covered,0
2472,Demand Sites and Catchments\Queen_Creek\Corn_silage,Direct Recharge to GW,0.0
2473,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_Sorghum.xlsx, A3:B12))*0.8102"
2474,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Potential Yield,45932
2475,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Irrigation Schedule,"IrrigationSchedule(1, Apr 1, Aug 8, % of RAW, 100, % Depletion, 100)"
2476,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Market Price,0
2477,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Fraction Wetted,0.6
2478,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Total Soil Thickness,2
2479,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Irrigation Efficiency,60
2480,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Loss to Groundwater,0
2481,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Soil Water Capacity,SoilLibrary(Loam)
2482,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Loss to Runoff,0
2483,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Minimum Depth,0
2484,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Target Depth,0
2485,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Maximum Infiltration Rate,243.8
2486,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Release Requirement,0
2487,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Maximum Percolation Rate,7315.2
2488,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Effective Precipitation,100
2489,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Fraction Covered,0
2490,Demand Sites and Catchments\Queen_Creek\Sorghum_silage,Direct Recharge to GW,0.0
2491,Demand Sites and Catchments\Queen_Creek\VegFruit,Area,"Interp( XLRange(C:\Users\amounir\Dropbox (ASU)\344\NEW WEAP-MABIA Model\data\AREA_TIME_SERIES_STEP2\Percentage\queencre_VegFruit.xlsx, A3:B12))"
2492,Demand Sites and Catchments\Queen_Creek\VegFruit,Potential Yield,33407
2493,Demand Sites and Catchments\Queen_Creek\VegFruit,Irrigation Schedule,"IrrigationSchedule(1, Nov 15, Apr 20, % of RAW, 100, % Depletion, 100)"
2494,Demand Sites and Catchments\Queen_Creek\VegFruit,Market Price,0
2495,Demand Sites and Catchments\Queen_Creek\VegFruit,Fraction Wetted,0.6
2496,Demand Sites and Catchments\Queen_Creek\VegFruit,Total Soil Thickness,2
2497,Demand Sites and Catchments\Queen_Creek\VegFruit,Irrigation Efficiency,60
2498,Demand Sites and Catchments\Queen_Creek\VegFruit,Loss to Groundwater,0
2499,Demand Sites and Catchments\Queen_Creek\VegFruit,Soil Water Capacity,SoilLibrary(Loam)
2500,Demand Sites and Catchments\Queen_Creek\VegFruit,Loss to Runoff,0
2501,Demand Sites and Catchments\Queen_Creek\VegFruit,Minimum Depth,0
2502,Demand Sites and Catchments\Queen_Creek\VegFruit,Target Depth,0
2503,Demand Sites and Catchments\Queen_Creek\VegFruit,Maximum Infiltration Rate,243.8
2504,Demand Sites and Catchments\Queen_Creek\VegFruit,Release Requirement,0
2505,Demand Sites and Catchments\Queen_Creek\VegFruit,Maximum Percolation Rate,7315.2
2506,Demand Sites and Catchments\Queen_Creek\VegFruit,Effective Precipitation,100
